day_mon_year,count
2023-02-27,178078
2023-02-28,186725
2023-03-01,183151
2023-03-02,174874
2023-03-03,191093
2023-03-04,200477
2023-03-05,196526
2023-03-06,203466
2023-03-07,210456
2023-03-08,206842
2023-03-09,218946
2023-03-10,200122
2023-03-11,176242
2023-03-12,149687
2023-03-13,161872
2023-03-14,182058
2023-03-15,193499
2023-03-16,193869
2023-03-17,202494
2023-03-18,202603
2023-03-19,218555
2023-03-20,246963
2023-03-21,230332
2023-03-22,222536
2023-03-23,195857
2023-03-24,201997
2023-03-25,195468
2023-03-26,190494
2023-03-27,201711
2023-03-28,198378
2023-03-29,193246
2023-03-30,198461
2023-03-31,200033
2023-04-01,200064
2023-04-02,180181
2023-04-03,162940
2023-04-04,155405
2023-04-05,175378
2023-04-06,203499
2023-04-07,202712
2023-04-08,210290
2023-04-09,230461
2023-04-10,226030
2023-04-11,228240
2023-04-12,214065
2023-04-13,200838
2023-04-14,221894
2023-04-15,213944
2023-04-16,235346
2023-04-17,222624
2023-04-18,236062
2023-04-19,233519
2023-04-20,212295
2023-04-21,218122
2023-04-22,231608
2023-04-23,224512
2023-04-24,215012
2023-04-25,210664
2023-04-26,208792
2023-04-27,194903
2023-04-28,204204
2023-04-29,184592
2023-04-30,169302
2023-05-01,150518
2023-05-02,140453
2023-05-03,138020
2023-05-04,133625
2023-05-05,142425
2023-05-06,139239
2023-05-07,135803
2023-05-08,134137
2023-05-09,142514
2023-05-10,146299
2023-05-11,149783
2023-05-12,158567
2023-05-13,156427
2023-05-14,154994
2023-05-15,162075
2023-05-16,142020
2023-05-17,142842
2023-05-18,151979
2023-05-19,156781
2023-05-20,156121
2023-05-21,149104
2023-05-22,139643
2023-05-23,139014
2023-05-24,148789
2023-05-25,149972
2023-05-26,149608
2023-05-27,137770
2023-05-28,131673
2023-05-29,134480
2023-05-30,134474
2023-05-31,126693
2023-06-01,132238
2023-06-02,143698
2023-06-03,147085
2023-06-04,149335
2023-06-05,153043
2023-06-06,151265
2023-06-07,154942
2023-06-08,158234
2023-06-09,162161
2023-06-10,155112
2023-06-11,150502
2023-06-12,149834
2023-06-13,145461
2023-06-14,150121
2023-06-15,153843
2023-06-16,164052
2023-06-17,158775
2023-06-18,152220
2023-06-19,148766
2023-06-20,145734
2023-06-21,149614
2023-06-22,153914
2023-06-23,162845
2023-06-24,153698
2023-06-25,151538
2023-06-26,141673
2023-06-27,147279
2023-06-28,147220
2023-06-29,147877
2023-06-30,145198
2023-07-01,144401
2023-07-02,142865
2023-07-03,134673
2023-07-04,138142
2023-07-05,147208
2023-07-06,155774
2023-07-07,158862
2023-07-08,157377
2023-07-09,164605
2023-07-10,161851
2023-07-11,159708
2023-07-12,153611
2023-07-13,158822
2023-07-14,161980
2023-07-15,152312
2023-07-16,143576
2023-07-17,140538
2023-07-18,144754
2023-07-19,162050
2023-07-20,164017
2023-07-21,165209
2023-07-22,156916
2023-07-23,158119
2023-07-24,160692
2023-07-25,150866
2023-07-26,142342
2023-07-27,141801
2023-07-28,144153
2023-07-29,144088
2023-07-30,146863
2023-07-31,150815
2023-08-01,145716
2023-08-02,149366
2023-08-03,141620
2023-08-04,145684
2023-08-05,152159
2023-08-06,160697
2023-08-07,173387
2023-08-08,193333
2023-08-09,196412
2023-08-10,201876
2023-08-11,210813
2023-08-12,200091
2023-08-13,201860
2023-08-14,204693
2023-08-15,203306
2023-08-16,227673
2023-08-17,227626
2023-08-18,247961
2023-08-19,241145
2023-08-20,236765
2023-08-21,232390
2023-08-22,219270
2023-08-23,240470
2023-08-24,218287
2023-08-25,207715
2023-08-26,226969
2023-08-27,201648
2023-08-28,189682
2023-08-29,182916
2023-08-30,172271
2023-08-31,155072
2023-09-01,160328
2023-09-02,153690
2023-09-03,179221
2023-09-04,194031
2023-09-05,209802
2023-09-06,234990
2023-09-07,228208
2023-09-08,239722
2023-09-09,244587
2023-09-10,235903
2023-09-11,229934
2023-09-12,236363
2023-09-13,239722
2023-09-14,237964
2023-09-15,224711
2023-09-16,247119
2023-09-17,265842
2023-09-18,220427
2023-09-19,234731
2023-09-20,204580
2023-09-21,211928
2023-09-22,214543
2023-09-23,229934
2023-09-24,229695
2023-09-25,215235
2023-09-26,203260
2023-09-27,234905
2023-09-28,233810
2023-09-29,221849
2023-09-30,214609
2023-10-01,223973
2023-10-02,204860
2023-10-03,187940
2023-10-04,182299
2023-10-05,166655
2023-10-06,175213
2023-10-07,176890
2023-10-08,168189
2023-10-09,178727
2023-10-10,198614
2023-10-11,227822
2023-10-12,233150
2023-10-13,249821
2023-10-14,246863
2023-10-15,239808
2023-10-16,240104
2023-10-17,238056
2023-10-18,237986
2023-10-19,218820
2023-10-20,183450
2023-10-21,202283
2023-10-22,215021
2023-10-23,217533
2023-10-24,230047
2023-10-25,244759
2023-10-26,259317
2023-10-27,231739
2023-10-28,249831
2023-10-29,242341
2023-10-30,222555
2023-10-31,241333
2023-11-01,218137
2023-11-02,220544
2023-11-03,228638
2023-11-04,206956
2023-11-05,185777
2023-11-06,172675
2023-11-07,200496
2023-11-08,204845
2023-11-09,189173
2023-11-10,170579
2023-11-11,170916
2023-11-12,180082
2023-11-13,191941
2023-11-14,210352
2023-11-15,201038
2023-11-16,152998
2023-11-17,154586
2023-11-18,195756
2023-11-19,225497
2023-11-20,243781
2023-11-21,248373
2023-11-22,240872
2023-11-23,228645
2023-11-24,225874
2023-11-25,245499
2023-11-26,250991
2023-11-27,245952
2023-11-28,238759
2023-11-29,230092
2023-11-30,217793
2023-12-01,216745
2023-12-02,222575
2023-12-03,238898
2023-12-04,243659
2023-12-05,239170
2023-12-06,208074
2023-12-07,221849
2023-12-08,207284
2023-12-09,216002
2023-12-10,206624
2023-12-11,185737
2023-12-12,191105
2023-12-13,210501
2023-12-14,199614
2023-12-15,161426
2023-12-16,123815
2023-12-17,141653
2023-12-18,162244
2023-12-19,144979
2023-12-20,134877
2023-12-21,118600
2023-12-22,143332
2023-12-23,194489
2023-12-24,185797
2023-12-25,220346
2023-12-26,241892
2023-12-27,260324
2023-12-28,235193
2023-12-29,218745
2023-12-30,201006
2023-12-31,182224
